,Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
,1499,15/09/2005,001,009,026,035,078,000,2,([RS][SP]),15933795,138,230925,7297,5801,0,000,Não,000,000,000
,1500,19/09/2005,030,043,052,065,074,000,0,(),000,95,346335,4836,9038,0,000,Sim,000,000,000
,1501,20/09/2005,016,048,052,072,073,000,1,([DF]),62917328,90,333506,5251,7593,0,000,Não,000,000,000
,1502,22/09/2005,031,045,046,065,074,000,0,(),000,91,338338,5036,8122,0,000,Sim,000,000,000
,1503,24/09/2005,011,025,032,039,047,000,6,([PE][RS][SP]),11413948,267,141180,12356,4052,0,000,Não,000,000,000
,1504,27/09/2005,001,006,038,045,079,000,0,(),000,137,203267,5969,6198,0,000,Sim,000,000,000
,1505,29/09/2005,002,010,070,071,077,000,3,([BA][MG][PR]),20999776,204,172312,7892,5917,0,000,Não,000,000,000
,1506,01/10/2005,042,046,064,067,071,000,0,(),000,138,232838,5968,7152,0,000,Sim,000,000,000
,1507,04/10/2005,018,024,032,051,059,000,1,([SC]),68134797,198,181835,8723,5483,0,000,Não,000,000,000
,1508,06/10/2005,003,011,019,063,067,000,3,([RJ][SP]),10575638,236,134436,10006,4212,0,000,Não,000,000,000
,1509,08/10/2005,007,047,049,060,078,000,1,([SP]),33172878,117,283529,6783,6497,0,000,Não,000,000,000
,1510,11/10/2005,015,037,054,069,071,000,1,([RS]),29390331,180,163280,6347,6151,0,000,Não,000,000,000
,1511,13/10/2005,021,026,049,075,079,000,1,([SP]),25023512,77,324981,4228,7863,0,000,Não,000,000,000
,1512,15/10/2005,003,007,036,038,057,000,1,([RJ]),31447066,226,139146,9560,4370,0,000,Não,000,000,000
,1513,18/10/2005,001,011,029,062,071,000,0,(),000,93,294117,5391,6740,0,000,Sim,000,000,000
,1514,20/10/2005,005,021,025,032,041,000,1,([PR]),63519822,210,172224,9624,4992,0,000,Não,000,000,000
,1515,22/10/2005,009,045,049,063,075,000,2,([RS]),15832811,176,179919,7613,5525,0,000,Não,000,000,000
,1516,25/10/2005,014,026,038,059,069,000,0,(),000,118,231954,5656,6428,0,000,Sim,000,000,000
,1517,27/10/2005,048,051,062,072,079,000,0,(),000,87,398055,4797,9589,0,000,Sim,000,000,000
,1518,29/10/2005,004,015,017,025,064,000,0,(),000,240,168003,12343,4340,0,000,Sim,000,000,000
,1519,01/11/2005,003,017,039,057,064,000,6,([GO][MS][PR][RS][SP]),24649636,370,123178,11890,5092,0,000,Não,000,000,000
,1520,03/11/2005,035,046,067,077,079,000,0,(),000,89,296780,4493,7809,0,000,Sim,000,000,000
,1521,05/11/2005,022,037,043,053,063,000,0,(),000,123,315726,7748,6658,0,000,Sim,000,000,000
,1522,08/11/2005,008,011,023,059,064,000,3,([DF][RJ][SP]),35375471,280,145995,10690,5080,0,000,Não,000,000,000
,1523,10/11/2005,014,017,028,032,071,000,7,([MG][RJ][RS][SP]),4609747,199,162152,8644,4959,0,000,Não,000,000,000
,1524,12/11/2005,021,022,048,050,080,000,1,([RJ]),33406063,103,324331,5670,7827,0,000,Não,000,000,000
,1525,17/11/2005,007,031,032,067,070,000,0,(),000,122,289623,6386,7350,0,000,Sim,000,000,000
,1526,19/11/2005,004,032,046,048,065,000,0,(),000,238,160537,9277,5471,0,000,Sim,000,000,000
,1527,22/11/2005,006,035,052,064,073,000,1,([SP]),114324852,177,230413,8900,6087,0,000,Não,000,000,000
,1528,24/11/2005,010,036,052,063,068,000,1,([RS]),29788888,98,303968,5711,6929,0,000,Não,000,000,000
,1529,26/11/2005,023,041,047,048,055,000,1,([DF]),31700597,113,280537,6920,6085,0,000,Não,000,000,000
,1530,29/11/2005,020,039,047,071,079,000,0,(),000,79,323533,3816,8897,0,000,Sim,000,000,000
,1531,01/12/2005,034,041,044,060,072,000,0,(),000,120,308616,5550,8864,0,000,Sim,000,000,000
,1532,03/12/2005,036,039,043,059,065,000,2,([RS]),53531525,290,153345,10207,5787,0,000,Não,000,000,000
,1533,06/12/2005,024,034,037,044,045,000,0,(),000,173,175847,7687,5257,0,000,Sim,000,000,000
,1534,08/12/2005,033,035,050,054,060,000,0,(),000,136,271486,6753,7263,0,000,Sim,000,000,000
,1535,10/12/2005,022,027,069,076,080,000,2,([RJ][RS]),56563934,179,255777,8424,7220,0,000,Não,000,000,000
,1536,13/12/2005,053,058,061,074,078,000,2,([MG][RJ]),15773328,170,185568,5967,7023,0,000,Não,000,000,000
,1537,15/12/2005,001,024,034,036,074,000,0,(),000,124,264540,7125,6116,0,000,Sim,000,000,000
,1538,17/12/2005,002,026,031,041,057,000,1,([MG]),73010614,135,297834,6969,7664,0,000,Não,000,000,000
,1539,20/12/2005,016,023,036,051,072,000,0,(),000,114,271416,6060,6783,0,000,Sim,000,000,000
,1540,22/12/2005,003,030,045,057,066,000,1,([SC]),71302167,168,240243,8465,6333,0,000,Não,000,000,000
,1541,24/12/2005,001,015,033,053,068,000,0,(),000,109,252204,5936,6152,0,000,Sim,000,000,000
,1542,27/12/2005,026,029,069,072,079,000,1,([SP]),62888941,150,235991,6643,7079,0,000,Não,000,000,000
,1543,29/12/2005,004,022,057,060,062,000,0,(),000,121,264430,6032,7047,0,000,Sim,000,000,000
,1544,31/12/2005,001,008,037,051,073,000,0,(),000,128,237634,6008,6726,0,000,Sim,000,000,000
,1545,03/01/2006,008,016,024,039,073,000,0,(),000,282,142648,10224,5227,0,000,Sim,000,000,000
,1546,05/01/2006,009,038,044,073,079,000,1,([SP]),154844446,277,188464,11665,5945,0,000,Não,000,000,000
,1547,07/01/2006,034,036,043,051,054,000,1,([PR]),34895829,195,178953,8533,5433,0,000,Não,000,000,000
,1548,10/01/2006,010,022,039,069,074,000,4,([MG][RJ][SP]),7710426,137,225122,6974,5875,0,000,Não,000,000,000
,1549,12/01/2006,019,051,060,064,071,000,1,([SP]),32670331,99,330004,5102,8506,0,000,Não,000,000,000
,1550,14/01/2006,015,038,045,047,053,000,0,(),000,353,95555,10071,4450,0,000,Sim,000,000,000
,1551,17/01/2006,010,034,039,062,076,000,1,([RJ]),70255897,152,240296,6613,7337,0,000,Não,000,000,000
,1552,19/01/2006,006,022,043,050,061,000,0,(),000,95,327994,5197,7964,0,000,Sim,000,000,000
,1553,21/01/2006,016,035,052,076,077,000,2,([SP]),34402550,153,246050,7152,6993,0,000,Não,000,000,000
,1554,24/01/2006,010,017,034,037,064,000,1,([PA]),28663003,167,171635,7989,4766,0,000,Não,000,000,000
,1555,26/01/2006,031,059,064,065,067,000,0,(),000,72,407893,4386,8895,0,000,Sim,000,000,000
,1556,28/01/2006,018,025,050,051,055,000,1,([PR]),66458180,222,167072,9171,5373,0,000,Não,000,000,000
,1557,31/01/2006,012,047,051,055,073,000,0,(),000,124,227679,5769,6501,0,000,Sim,000,000,000
,1558,02/02/2006,013,017,054,064,079,000,3,([MG][MS][RS]),22000870,215,175677,10011,5012,0,000,Não,000,000,000
,1559,04/02/2006,007,039,048,066,079,000,0,(),000,133,255328,7133,6324,0,000,Sim,000,000,000
,1560,07/02/2006,021,023,042,052,056,000,3,([DF][PR]),23527910,184,199050,8905,5464,0,000,Não,000,000,000
,1561,09/02/2006,001,010,036,064,071,000,2,([GO][RS]),16467561,562,58382,11994,3648,0,000,Não,000,000,000
,1562,11/02/2006,016,050,053,060,072,000,1,([RN]),35516301,70,507376,4741,9952,0,000,Não,000,000,000
,1563,14/02/2006,004,024,036,043,050,000,1,([PB]),31400328,182,172529,7913,5271,0,000,Não,000,000,000
,1564,16/02/2006,024,028,050,058,068,000,0,(),000,95,350425,5635,7848,0,000,Sim,000,000,000
,1565,18/02/2006,009,020,055,070,079,000,1,([SP]),73812620,114,355458,6339,8492,0,000,Não,000,000,000
,1566,21/02/2006,016,019,027,062,069,000,1,([RJ]),30284825,108,280415,6943,5794,0,000,Não,000,000,000
,1567,23/02/2006,013,046,052,056,078,000,2,([GO]),16081887,170,189199,8089,5282,0,000,Não,000,000,000
,1568,25/02/2006,005,025,027,029,063,000,2,([BA][RJ]),15449915,233,132618,10329,3974,0,000,Não,000,000,000
,1569,02/03/2006,021,046,050,060,067,000,0,(),000,64,476991,4204,9646,0,000,Sim,000,000,000
,1570,04/03/2006,032,044,053,067,072,000,2,([SP]),35589872,179,227108,7931,6810,0,000,Não,000,000,000
,1571,07/03/2006,040,047,051,058,072,000,0,(),000,81,358953,4310,8961,0,000,Sim,000,000,000
,1572,09/03/2006,013,043,045,074,076,000,1,([SP]),68717405,228,173869,9849,5347,0,000,Não,000,000,000
,1573,11/03/2006,008,037,047,058,064,000,1,([RJ]),34341243,148,232036,7694,5929,0,000,Não,000,000,000
,1574,14/03/2006,016,017,055,078,079,000,1,([SC]),29806336,119,250474,5516,7178,0,000,Não,000,000,000
,1575,16/03/2006,041,042,049,068,073,000,0,(),000,114,279938,5881,7209,0,000,Sim,000,000,000
,1576,18/03/2006,001,026,042,059,075,000,3,([SP]),24197141,154,264146,7467,7237,0,000,Não,000,000,000
,1577,21/03/2006,010,013,025,056,067,000,0,(),000,173,167754,8764,4399,0,000,Sim,000,000,000
,1578,23/03/2006,001,006,009,017,027,000,10,([AM][BA][DF][MG][PR][RJ][RN][RS]),6639186,446,83790,14281,3476,0,000,Não,000,000,000
,1579,25/03/2006,003,061,069,076,077,000,0,(),000,119,272028,5480,7847,0,000,Sim,000,000,000
,1580,28/03/2006,009,016,039,047,075,000,2,([MG][SP]),33523549,177,195908,8302,5548,0,000,Não,000,000,000
,1581,30/03/2006,012,014,030,042,070,000,0,(),000,142,212909,6311,6363,0,000,Sim,000,000,000
,1582,01/04/2006,034,037,052,060,066,000,2,([PE][RJ]),34082942,175,216759,7226,6974,0,000,Não,000,000,000
,1583,04/04/2006,001,029,051,054,057,000,1,([PR]),29271463,125,234172,6315,6158,0,000,Não,000,000,000
,1584,06/04/2006,012,040,064,065,069,000,0,(),000,104,315774,5526,7894,0,000,Sim,000,000,000
,1585,08/04/2006,001,005,015,028,037,000,3,([RJ][SP]),24325425,271,148102,13371,3987,0,000,Não,000,000,000
,1586,11/04/2006,004,013,017,028,072,000,0,(),000,235,128011,10317,3874,0,000,Sim,000,000,000
,1587,13/04/2006,004,006,023,030,054,000,0,(),000,254,146974,10972,4519,0,000,Sim,000,000,000
,1588,15/04/2006,023,036,056,057,070,000,0,(),000,103,298045,5227,7802,0,000,Sim,000,000,000
,1589,18/04/2006,007,014,017,047,056,000,2,([PE][SP]),71799075,364,124961,15996,3778,0,000,Não,000,000,000
,1590,20/04/2006,012,018,028,045,073,000,0,(),000,212,151787,9089,4704,0,000,Sim,000,000,000
,1591,22/04/2006,010,032,033,051,053,000,0,(),000,121,249994,6556,6129,0,000,Sim,000,000,000
,1592,25/04/2006,004,037,045,055,065,000,1,([RS]),103029105,126,322231,8270,6522,0,000,Não,000,000,000
,1593,27/04/2006,040,043,050,056,063,000,2,([ES][SC]),15438942,90,343088,4753,8630,0,000,Não,000,000,000
,1594,29/04/2006,006,034,057,061,079,000,0,(),000,121,268007,5782,7450,0,000,Sim,000,000,000
,1595,02/05/2006,031,041,045,052,064,000,0,(),000,83,317908,4697,7462,0,000,Sim,000,000,000
,1596,04/05/2006,003,026,044,049,054,000,1,([CE]),102183336,271,160030,11906,4839,0,000,Não,000,000,000
,1597,06/05/2006,007,029,045,053,078,000,1,([RS]),33747172,217,155517,8297,5403,0,000,Não,000,000,000
,1598,09/05/2006,008,032,044,046,067,000,1,([AL]),30198901,175,172565,8030,4996,0,000,Não,000,000,000
,1599,11/05/2006,013,036,041,071,080,000,3,([BA][SP]),10834442,129,251964,7125,6060,0,000,Não,000,000,000
,1600,13/05/2006,021,033,036,056,061,000,0,(),000,96,346752,5710,7744,0,000,Sim,000,000,000
,1601,16/05/2006,020,042,049,079,080,000,1,([PI]),68208670,106,329439,5820,7970,0,000,Não,000,000,000
,1602,18/05/2006,004,030,049,064,073,000,1,([SP]),28326206,94,301343,5200,7236,0,000,Não,000,000,000
,1603,21/05/2006,005,045,051,056,077,000,2,([DF][RS]),15439804,132,233936,7218,5683,0,000,Não,000,000,000
,1604,23/05/2006,021,024,036,040,071,000,2,([GO][MA]),13163212,91,289301,4576,7642,0,000,Não,000,000,000
,1605,25/05/2006,011,012,033,036,078,000,0,(),000,122,241201,7265,5381,0,000,Sim,000,000,000
,1606,27/05/2006,025,057,064,076,077,000,0,(),000,171,207627,7377,6393,0,000,Sim,000,000,000
,1607,30/05/2006,003,032,040,050,068,000,0,(),000,113,334403,6395,7850,0,000,Sim,000,000,000
,1608,01/06/2006,013,028,029,047,077,000,2,([PR][SE]),75283171,329,145435,14327,4437,0,000,Não,000,000,000
,1609,03/06/2006,030,035,040,043,079,000,0,(),000,82,412454,5128,8761,0,000,Sim,000,000,000
,1610,06/06/2006,018,046,048,061,069,000,2,([GO][PR]),36668150,159,248522,7532,6969,0,000,Não,000,000,000
,1611,08/06/2006,004,008,016,040,050,000,3,([BA][RJ]),11131005,221,151100,11151,3978,0,000,Não,000,000,000
,1612,10/06/2006,004,037,038,059,063,000,1,([MG]),32444167,153,212054,7264,5933,0,000,Não,000,000,000
,1613,13/06/2006,001,009,036,044,050,000,1,([RJ]),24394873,134,182052,6124,5291,0,000,Não,000,000,000
,1614,17/06/2006,009,010,022,049,052,000,3,([MG][SP]),12134565,219,166227,9618,5028,0,000,Não,000,000,000
,1615,20/06/2006,006,033,038,049,058,000,1,([SP]),28746730,126,228149,6441,5929,0,000,Não,000,000,000
,1616,22/06/2006,006,012,035,041,058,000,1,([SP]),24900793,140,177863,6069,5451,0,000,Não,000,000,000
,1617,24/06/2006,011,021,052,063,070,000,0,(),000,79,373190,4383,8935,0,000,Sim,000,000,000
,1618,27/06/2006,011,043,048,057,067,000,1,([SP]),57595514,92,305582,5414,6897,0,000,Não,000,000,000
,1619,29/06/2006,006,026,065,070,074,000,0,(),000,87,326007,4205,8959,0,000,Sim,000,000,000
,1620,01/07/2006,032,034,041,045,057,000,0,(),000,120,267050,6867,6199,0,000,Sim,000,000,000
,1621,04/07/2006,004,005,015,066,079,000,2,([RJ][SP]),49452706,163,236177,8544,5986,0,000,Não,000,000,000
,1622,06/07/2006,016,039,044,068,073,000,3,([SP]),9927588,170,175193,6768,5845,0,000,Não,000,000,000
,1623,08/07/2006,006,009,023,044,078,000,3,([ES][MG][TO]),10377331,240,129717,8728,4738,0,000,Não,000,000,000
,1624,11/07/2006,009,026,032,061,063,000,1,([RJ]),28193956,107,263495,5401,6935,0,000,Não,000,000,000
,1625,13/07/2006,040,048,062,071,075,000,0,(),000,64,481297,4411,9276,0,000,Sim,000,000,000
,1626,15/07/2006,008,036,046,049,060,000,0,(),000,138,266397,7289,6700,0,000,Sim,000,000,000
,1627,18/07/2006,006,007,050,051,070,000,1,([RS]),107736131,168,239109,8310,6421,0,000,Não,000,000,000
,1628,20/07/2006,011,028,049,056,079,000,2,([RS][SP]),15566523,186,167382,7692,5377,0,000,Não,000,000,000
,1629,22/07/2006,010,013,033,034,074,000,1,([BA]),31255835,192,162791,9646,4304,0,000,Não,000,000,000
,1630,25/07/2006,009,019,032,034,035,000,1,([RS]),28731940,227,126572,9471,4030,0,000,Não,000,000,000
,1631,27/07/2006,024,028,035,046,061,000,0,(),000,130,227343,6169,6364,0,000,Sim,000,000,000
,1632,29/07/2006,021,025,038,042,060,000,1,([RJ]),65147236,166,214414,7127,6634,0,000,Não,000,000,000
,1633,01/08/2006,018,020,046,057,077,000,0,(),000,99,260281,4573,7485,0,000,Sim,000,000,000
,1634,03/08/2006,039,041,042,057,073,000,0,(),000,141,234555,6411,6853,0,000,Sim,000,000,000
,1635,05/08/2006,006,018,022,050,052,000,1,([RS]),101692567,264,162320,10530,5406,0,000,Não,000,000,000
,1636,08/08/2006,027,029,037,050,057,000,3,([GO][RJ][SP]),9830769,122,241741,6008,6521,0,000,Não,000,000,000
,1637,10/08/2006,017,041,046,057,071,000,2,([RJ][SP]),16051187,136,236047,6240,6834,0,000,Não,000,000,000
,1638,12/08/2006,021,048,062,071,079,000,0,(),000,90,369204,5353,8246,0,000,Sim,000,000,000
,1639,15/08/2006,007,014,025,038,068,000,3,([DF][ES][PR]),22173903,256,130052,9966,4439,0,000,Não,000,000,000
,1640,17/08/2006,010,020,050,064,067,000,0,(),000,108,285313,5961,6867,0,000,Sim,000,000,000
,1641,19/08/2006,018,019,023,034,067,000,2,([AL][DF]),34453304,179,212809,10183,4970,0,000,Não,000,000,000
,1642,22/08/2006,015,017,057,073,074,000,3,([MA][SP][TO]),9533963,92,310890,5937,6400,0,000,Não,000,000,000
,1643,24/08/2006,009,014,036,058,070,000,4,([BA][SP]),7637013,174,175564,8054,5038,0,000,Não,000,000,000
,1644,26/08/2006,033,055,059,066,076,000,0,(),000,145,217964,7138,5882,0,000,Sim,000,000,000
,1645,29/08/2006,001,008,026,065,069,000,0,(),000,119,270787,6046,7079,0,000,Sim,000,000,000
,1646,31/08/2006,030,040,042,052,076,000,1,([MG]),104647144,115,354945,6124,8854,0,000,Não,000,000,000
,1647,02/09/2006,002,048,055,071,074,000,0,(),000,90,322343,5029,7663,0,000,Sim,000,000,000
,1648,05/09/2006,035,036,043,064,072,000,0,(),000,150,237634,7663,6179,0,000,Sim,000,000,000
,1649,09/09/2006,001,016,018,021,036,000,0,(),000,251,194155,11304,5727,0,000,Sim,000,000,000
,1650,12/09/2006,001,010,044,068,077,000,1,([BA]),160793734,272,174282,10602,5940,0,000,Não,000,000,000
,1651,14/09/2006,005,026,045,057,061,000,1,([SP]),30453773,165,184569,7323,5524,0,000,Não,000,000,000
,1652,16/09/2006,006,008,030,047,071,000,0,(),000,124,252502,6610,6292,0,000,Sim,000,000,000
,1653,19/09/2006,005,009,046,050,054,000,1,([MG]),65578677,268,127867,10176,4473,0,000,Não,000,000,000
,1654,21/09/2006,015,050,051,058,065,000,1,([SP]),30511266,139,219506,5394,7514,0,000,Não,000,000,000
,1655,23/09/2006,008,028,033,054,056,000,0,(),000,231,139782,9471,4529,0,000,Sim,000,000,000
,1656,26/09/2006,016,025,027,076,080,000,0,(),000,192,184532,7162,6571,0,000,Sim,000,000,000
,1657,28/09/2006,010,011,013,031,038,000,1,([SP]),108535619,471,86658,15026,3609,0,000,Não,000,000,000
,1658,30/09/2006,037,046,055,056,074,000,1,([MS]),31814192,107,297329,5447,7759,0,000,Não,000,000,000
,1659,03/10/2006,035,040,047,049,053,000,0,(),000,139,208078,7056,5445,0,000,Sim,000,000,000
,1660,05/10/2006,048,063,066,070,073,000,0,(),000,109,336136,5800,8391,0,000,Sim,000,000,000
,1661,07/10/2006,006,009,047,049,077,000,5,([CE][DF][MG][SC]),21637299,298,143036,12033,4706,0,000,Não,000,000,000
,1662,10/10/2006,006,045,057,059,070,000,1,([RJ]),27825786,106,260054,5336,6927,0,000,Não,000,000,000
,1663,14/10/2006,005,012,028,068,071,000,1,([SP]),37499157,203,184725,9483,5253,0,000,Não,000,000,000
,1664,17/10/2006,020,026,046,058,080,000,1,([PR]),28850181,105,274764,4890,7837,0,000,Não,000,000,000
,1665,19/10/2006,001,060,061,062,071,000,0,(),000,74,378399,3148,11815,0,000,Sim,000,000,000
,1666,21/10/2006,029,047,051,052,073,000,1,([MG]),58515627,112,272447,5773,7021,0,000,Não,000,000,000
,1667,24/10/2006,002,010,034,043,066,000,3,([SC][SP]),8937239,162,165504,6300,5654,0,000,Não,000,000,000
,1668,26/10/2006,012,031,059,071,077,000,0,(),000,73,366905,4575,7777,0,000,Sim,000,000,000
,1669,28/10/2006,016,046,049,053,063,000,0,(),000,192,182400,7870,5912,0,000,Sim,000,000,000
,1670,31/10/2006,021,024,060,076,077,000,0,(),000,89,429071,5582,9087,0,000,Sim,000,150000000,000
,1671,04/11/2006,005,011,015,034,035,000,5,([RJ][RS][SP]),30888271,422,129027,18401,3932,0,000,Não,000,000,000
,1672,07/11/2006,015,053,055,063,079,000,0,(),000,73,400865,5396,7204,0,000,Sim,000,000,000
,1673,09/11/2006,030,033,045,058,077,000,2,([MT][PI]),32724555,156,231962,7863,6113,0,000,Não,000,000,000
,1674,11/11/2006,003,004,018,033,080,000,0,(),000,207,158329,10109,4307,0,000,Sim,000,000,000
,1675,14/11/2006,022,023,032,050,070,000,0,(),000,112,326585,6024,8066,0,000,Sim,000,000,000
,1676,16/11/2006,037,044,049,053,060,000,1,([BA]),100364067,114,272041,5969,6902,0,000,Não,000,000,000
,1677,18/11/2006,041,044,052,059,077,000,2,([RJ][RS]),16036845,116,276498,6028,7068,0,000,Não,000,000,000
,1678,21/11/2006,006,012,030,062,072,000,0,(),000,92,278551,5045,6748,0,000,Sim,000,000,000
,1679,23/11/2006,003,014,016,022,052,000,3,([DF][PI][SP]),19494821,245,134113,9654,4521,0,000,Não,000,000,000
,1680,25/11/2006,021,038,060,067,079,000,0,(),000,95,323902,4933,8286,0,000,Sim,000,000,000
,1681,28/11/2006,001,027,032,056,071,000,0,(),000,122,278330,6349,7104,0,000,Sim,000,000,000
,1682,30/11/2006,001,004,036,047,065,000,0,(),000,130,282753,7142,6837,0,000,Sim,000,000,000
,1683,02/12/2006,018,022,028,047,054,000,1,([SP]),151643815,374,134116,14417,4622,0,000,Não,000,000,000
,1684,05/12/2006,001,006,044,052,080,000,0,(),000,130,219266,6365,5949,0,000,Sim,000,000,000
,1685,07/12/2006,005,008,017,034,071,000,3,([MG][RJ][SP]),21095018,241,144317,11049,4182,0,000,Não,000,000,000
,1686,09/12/2006,010,023,026,037,053,000,1,([BA]),33149639,198,167422,8909,4943,0,000,Não,000,000,000
,1687,12/12/2006,033,049,055,069,076,000,4,([SP]),7609927,184,165434,6936,5830,0,000,Não,000,000,000
,1688,14/12/2006,004,005,006,014,027,000,3,([AL][ES][SP]),9878981,389,75899,12512,3146,0,000,Não,000,000,000
,1689,16/12/2006,001,015,024,042,072,000,1,([TO]),32255899,155,208103,7932,5402,0,000,Não,000,000,000
,1690,19/12/2006,008,009,046,064,065,000,1,([ES]),28958104,109,265671,5565,6912,0,000,Não,000,000,000
,1691,21/12/2006,008,034,036,065,074,000,0,(),000,150,198771,6767,5853,0,000,Sim,000,000,000
,1692,23/12/2006,007,031,038,039,052,000,4,([GO][MG][SC]),16455131,231,155865,8420,5680,0,000,Não,000,000,000
,1693,26/12/2006,003,033,041,053,059,000,1,([RJ]),21175684,90,235285,4759,5911,0,000,Não,000,000,000
,1694,28/12/2006,023,024,033,052,062,000,0,(),000,87,346594,4800,8345,0,000,Sim,000,000,000
,1695,30/12/2006,006,032,033,039,075,000,2,([MG][RO]),32456165,120,289656,6931,6662,0,000,Não,000,000,000
,1696,02/01/2007,027,028,029,034,079,000,1,([RN]),20063564,87,230615,4237,6291,0,000,Não,000,000,000
,1697,04/01/2007,012,016,066,078,079,000,1,([SP]),30111620,104,289535,5095,7851,0,000,Não,000,000,000
,1698,06/01/2007,033,039,049,053,071,000,2,([MG][SP]),16269489,122,266713,6572,6576,0,000,Não,000,000,000
,1699,09/01/2007,003,020,029,039,074,000,0,(),000,90,341617,5245,7787,0,000,Sim,000,000,000
,1700,11/01/2007,011,020,026,047,065,000,0,(),000,166,221235,7422,6573,0,000,Sim,000,000,000
,1701,13/01/2007,015,030,049,064,072,000,1,([SP]),114165729,174,268364,8195,7570,0,000,Não,000,000,000
,1702,16/01/2007,014,022,052,078,080,000,0,(),000,124,259243,6260,6821,0,000,Sim,000,000,000
,1703,18/01/2007,009,035,036,040,063,000,0,(),000,159,237561,8970,5593,0,000,Sim,000,000,000
,1704,20/01/2007,008,024,029,054,070,000,1,([SP]),114097861,176,251021,9611,6106,0,000,Não,000,000,000
,1705,23/01/2007,021,034,049,050,054,000,0,(),000,89,346163,5522,7411,0,000,Sim,000,000,000
,1706,25/01/2007,007,011,019,029,039,000,2,([MG][RS]),32397887,453,74742,14337,3149,0,000,Não,000,000,000
,1707,27/01/2007,013,026,028,037,067,000,0,(),000,189,171685,8656,4980,0,000,Sim,000,000,000
,1708,30/01/2007,012,033,064,068,070,000,0,(),000,143,261476,6753,7355,0,000,Sim,000,000,000
,1709,01/02/2007,006,058,061,063,079,000,1,([RJ]),114375117,137,325078,7085,8351,0,000,Não,000,000,000
,1710,03/02/2007,015,019,051,063,072,000,1,([SP]),34042638,123,276769,6813,6637,0,000,Não,000,000,000
,1711,06/02/2007,009,011,032,062,079,000,1,([MG]),31156637,118,264039,6321,6548,0,000,Não,000,000,000
,1712,08/02/2007,012,027,031,034,055,000,1,([SP]),30541249,195,156622,8157,4974,0,000,Não,000,000,000
,1713,10/02/2007,004,030,055,062,071,000,1,([SP]),33937548,73,464898,4916,9171,0,000,Não,000,000,000
,1714,13/02/2007,001,011,017,018,037,000,2,([BA][SC]),15306182,288,106293,10254,3966,0,000,Não,000,000,000
,1715,15/02/2007,033,046,049,054,056,000,1,([SP]),30013337,175,171505,8331,4786,0,000,Não,000,000,000
,1716,17/02/2007,008,029,059,065,080,000,1,([RS]),30799873,115,267825,5716,7158,0,000,Não,000,000,000
,1717,22/02/2007,012,016,017,025,050,000,0,(),000,177,159880,8351,4501,0,000,Sim,000,000,000
,1718,24/02/2007,027,043,044,056,059,000,2,([PR][SP]),32270423,263,137802,9220,5222,0,000,Não,000,000,000
,1719,27/02/2007,029,050,058,077,078,000,0,(),000,78,367339,4358,8734,0,000,Sim,000,000,000
,1720,01/03/2007,002,006,015,034,036,000,3,([MS][PE][SP]),21194155,289,120865,10778,4306,0,000,Não,000,000,000
,1721,03/03/2007,008,019,038,042,079,000,2,([SP]),16585161,168,197442,8312,5301,0,000,Não,000,000,000
,1722,06/03/2007,045,046,047,054,065,000,1,([GO]),29668863,169,175556,7196,5478,0,000,Não,000,000,000
,1723,08/03/2007,003,009,027,050,053,000,4,([MG][PB][SP]),7564555,286,105798,10521,3821,0,000,Não,000,000,000
,1724,10/03/2007,031,034,037,039,045,000,3,([MT][SP]),11212276,267,125981,8331,5363,0,000,Não,000,000,000
,1725,13/03/2007,026,039,041,042,074,000,1,([RJ]),30815797,123,250535,5883,6958,0,000,Não,000,000,000
,1726,15/03/2007,019,022,026,057,064,000,5,([MG][RJ][SP]),5959132,205,145345,7877,5024,0,000,Não,000,000,000
,1727,17/03/2007,012,015,042,058,078,000,0,(),000,145,223480,7003,6147,0,000,Sim,000,000,000
,1728,20/03/2007,026,029,042,047,068,000,0,(),000,197,185687,8334,5830,0,000,Sim,000,000,000
,1729,22/03/2007,028,038,052,059,071,000,1,([RS]),111108590,206,204484,6960,8040,0,000,Não,000,000,000
,1730,24/03/2007,008,012,029,062,065,000,1,([RJ]),30377994,174,174586,7589,5317,0,000,Não,000,000,000
,1731,27/03/2007,014,031,038,049,073,000,2,([DF][PA]),14462734,186,155513,6488,5923,0,000,Não,000,000,000
,1732,29/03/2007,016,042,049,051,075,000,0,(),000,103,271773,5250,7083,0,000,Sim,000,000,000
,1733,31/03/2007,009,022,062,063,072,000,0,(),000,87,423899,6447,7599,0,000,Sim,000,000,000
,1734,03/04/2007,012,040,060,069,077,000,1,([SP]),105854354,131,312843,6682,8147,0,000,Não,000,000,000
,1735,05/04/2007,001,008,032,065,067,000,1,([SP]),28031932,134,209193,5143,7240,0,000,Não,000,000,000
,1736,07/04/2007,012,042,046,049,080,000,0,(),000,102,229683,5711,5450,0,000,Sim,000,000,000
,1737,10/04/2007,009,024,027,030,068,000,1,([PA]),59060987,173,205973,8817,5368,0,000,Não,000,000,000
