,Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
,3858,14/08/2015,017,026,028,050,072,695502200,0,(),000,43,1245976,3487,21949,0,000,Sim,695502200,220000000,1692409153
,3859,15/08/2015,007,029,038,057,076,706313100,0,(),000,51,1066859,4402,17657,0,000,Sim,706313100,290000000,1725055013
,3860,17/08/2015,007,013,038,056,070,786549300,2,([BOMBINHAS][SC][SÃO PAULO][SP]),148943108,80,757383,5723,15124,0,000,Não,786549300,60000000,1761409396
,3861,18/08/2015,008,029,051,061,079,533414850,0,(),000,29,1416924,2252,26066,0,000,Sim,533414850,130000000,1786063881
,3862,19/08/2015,001,032,056,070,077,679663400,0,(),000,37,1415050,2870,26061,0,000,Sim,679663400,210000000,1817477988
,3863,20/08/2015,002,042,059,062,067,734007100,0,(),000,44,1285071,3622,22301,0,000,Sim,734007100,300000000,1851403867
,3864,21/08/2015,011,021,031,043,062,787940200,0,(),000,57,1064873,4381,19792,0,000,Sim,787940200,400000000,1887822538
,3865,22/08/2015,032,061,065,070,080,807937800,0,(),000,36,1728841,3344,26588,0,000,Sim,807937800,500000000,1925165501
,3866,24/08/2015,004,008,016,043,080,869602000,1,([CAMPINA GRANDE][PB]),475881437,106,631967,7738,12367,0,000,Não,869602000,50000000,1965358589
,3867,25/08/2015,003,021,035,055,070,500905200,0,(),000,24,1607770,2628,20975,0,000,Sim,500905200,110000000,1988510475
,3868,26/08/2015,010,014,031,046,074,640827450,0,(),000,54,914170,3969,17768,0,000,Sim,640827450,200000000,2018129582
,3869,27/08/2015,011,019,027,044,078,653714750,3,([JOINVILLE][SC][Aracaju][SE][SÃO PAULO][SP]),64544471,88,572249,5790,12424,0,000,Não,653714750,50000000,2048344340
,3870,28/08/2015,003,039,044,076,077,531305800,1,([CAMPINAS][SP]),57299676,48,852674,3377,17313,0,000,Não,531305800,50000000,2072901346
,3871,29/08/2015,004,015,041,066,071,550758700,0,(),000,34,1247849,2434,24901,0,000,Sim,550758700,110000000,2098357465
,3872,01/09/2015,003,013,044,053,070,660873250,0,(),000,54,942766,4492,16190,0,000,Sim,660873250,200000000,2128903091
,3873,01/09/2015,005,010,023,076,077,589379250,0,(),000,64,709406,4715,13756,0,000,Sim,589379250,300000000,2156144256
,3874,02/09/2015,005,007,032,058,069,786853950,1,([NOVA FRIBURGO][RJ]),279093201,51,1188512,4749,18233,0,000,Não,786853950,50000000,2192512721
,3875,03/09/2015,002,028,029,056,060,520184400,1,([SÃO BERNARDO DO CAMPO][SP]),56100268,36,1113101,3160,18115,0,000,Não,520184400,50000000,2216555694
,3876,04/09/2015,015,030,050,058,079,548682500,0,(),000,50,845339,2696,22396,0,000,Sim,548682500,120000000,2241915852
,3877,05/09/2015,025,027,030,032,065,597160550,0,(),000,52,884642,3586,18325,0,000,Sim,597160550,200000000,2269516669
,3878,08/09/2015,019,040,050,070,074,515799950,0,(),000,28,1419067,3058,18562,0,000,Sim,515799950,230000000,2293356992
,3879,09/09/2015,005,020,052,058,064,692675200,0,(),000,62,860632,3919,19450,0,000,Sim,692675200,350000000,2325372507
,3880,10/09/2015,024,033,035,038,042,771906950,1,([JAGUARIAÍVA][PR]),337153649,81,734107,5760,14747,0,000,Não,771906950,50000000,2361050120
,3881,11/09/2015,010,017,050,059,075,535416200,0,(),000,53,778207,3405,17304,0,000,Sim,535416200,120000000,2385797109
,3882,12/09/2015,002,021,022,037,079,623020100,1,([TUBARÃO][SC]),124933749,36,1333150,3385,20254,0,000,Não,623020100,50000000,2414593158
,3883,14/09/2015,026,033,051,055,069,522772600,0,(),000,56,719125,3407,16885,0,000,Sim,522772600,120000000,2438755758
,3884,15/09/2015,029,046,048,049,066,624019750,0,(),000,50,961408,3805,18047,0,000,Sim,624019750,200000000,2467598011
,3885,16/09/2015,011,024,028,041,071,697517450,0,(),000,51,1053573,3818,20104,0,000,Sim,697517450,280000000,2499837334
,3886,17/09/2015,017,043,049,063,071,725275300,0,(),000,50,1117410,3854,20709,0,000,Sim,725275300,310000000,2533359629
,3887,18/09/2015,006,020,024,047,070,793871400,0,(),000,69,886300,4560,19158,0,000,Sim,793871400,450000000,2570052441
,3888,19/09/2015,014,040,042,051,063,803035750,0,(),000,42,1472873,3614,24452,0,000,Sim,803035750,530000000,2607168831
,3889,21/09/2015,017,039,053,057,073,892175550,0,(),000,108,636365,6229,15762,0,000,Sim,892175550,650000000,2648405270
,3890,22/09/2015,018,027,051,069,073,942316800,0,(),000,65,1116769,4438,23366,0,000,Sim,942316800,750000000,2691959243
,3891,23/09/2015,013,032,034,054,078,1032747050,0,(),000,104,764963,6870,16543,0,000,Sim,1032747050,880000000,2739692911
,3892,24/09/2015,001,008,023,041,059,1065889150,0,(),000,95,864307,6577,17834,0,000,Sim,1065889150,1000000000,2788958409
,3893,25/09/2015,003,004,005,034,075,1210638450,0,(),000,150,621731,11702,11385,0,000,Sim,1210638450,1150000000,2844914235
,3894,26/09/2015,005,014,018,043,076,1167568750,1,([SÃO PAULO][SP]),1130001140,124,725338,8223,15625,0,000,Não,1167568750,50000000,2898879373
,3895,28/09/2015,005,006,047,055,066,510227600,0,(),000,41,958649,3083,18212,0,000,Sim,510227600,120000000,2922462142
,3896,29/09/2015,012,037,039,047,055,594040350,0,(),000,51,897274,3498,18688,0,000,Sim,594040350,190000000,2949918744
,3897,30/09/2015,031,039,045,069,078,721716900,0,(),000,32,1737386,3223,24642,0,000,Sim,721716900,280000000,2983276569
,3898,01/10/2015,023,032,056,076,077,784817300,0,(),000,63,959638,4823,17907,0,000,Sim,784817300,370000000,3019550900
,3899,02/10/2015,010,027,047,065,074,876456600,1,([NITEROI][RJ]),376090001,64,1054946,5160,18692,0,000,Não,876456600,50000000,3060060807
,3900,03/10/2015,035,043,047,056,057,584392050,0,(),000,64,703402,3740,17195,0,000,Sim,584392050,130000000,3087071463
,3901,05/10/2015,053,062,064,073,076,654570450,0,(),000,76,663472,3378,21324,0,000,Sim,654570450,210000000,3117325772
,3902,06/10/2015,015,030,037,049,062,756490050,0,(),000,51,1142648,3634,22908,0,000,Sim,756490050,300000000,3152290815
,3903,07/10/2015,012,038,047,077,078,844209850,0,(),000,62,1048911,4405,21090,0,000,Sim,844209850,400000000,3191310275
,3904,08/10/2015,034,035,036,050,055,881178350,0,(),000,103,659032,5742,16888,0,000,Sim,881178350,500000000,3232038423
,3905,09/10/2015,004,006,021,058,073,967383050,0,(),000,51,1461194,5182,20543,0,000,Sim,967383050,600000000,3276750959
,3906,10/10/2015,006,027,042,059,061,950361000,0,(),000,47,1557652,4855,21541,0,000,Sim,950361000,700000000,3320676735
,3907,13/10/2015,006,013,035,046,049,956611200,1,([PETRÓPOLIS][RJ]),711271362,110,669919,7223,14574,0,000,Não,956611200,50000000,3364891396
,3908,14/10/2015,019,023,035,048,053,553379050,1,([PORTO ALEGRE][RS]),59680208,122,349416,5669,10742,0,000,Não,553379050,50000000,3390468629
,3909,15/10/2015,031,044,046,052,055,497997800,0,(),000,28,1370089,2385,22978,0,000,Sim,497997800,110000000,3413486135
,3910,16/10/2015,021,032,043,044,076,619103500,0,(),000,37,1288965,3155,21594,0,000,Sim,619103500,180000000,3442101158
,3911,17/10/2015,003,008,034,053,072,680751400,0,(),000,62,845817,5210,14379,0,000,Sim,680751400,280000000,3473565553
,3912,19/10/2015,017,029,034,048,058,646375550,0,(),000,78,638366,4441,16017,0,000,Sim,646375550,340000000,3503441093
,3913,20/10/2015,043,048,050,065,066,746975800,0,(),000,112,513770,3764,21839,0,000,Sim,746975800,430000000,3537966386
,3914,21/10/2015,001,016,032,036,074,840005250,0,(),000,40,1617714,4607,20065,0,000,Sim,840005250,530000000,3576791510
,3915,22/10/2015,001,018,068,079,080,844425000,0,(),000,108,602306,6499,14298,0,000,Sim,844425000,600000000,3615820914
,3916,23/10/2015,013,026,044,064,068,954496400,0,(),000,100,735282,6485,16197,0,000,Sim,954496400,750000000,3659937829
,3917,24/10/2015,008,041,047,066,075,989906300,0,(),000,56,1361713,4258,25584,0,000,Sim,989906300,850000000,3705691393
,3918,26/10/2015,012,013,031,049,065,1054327900,0,(),000,143,567962,6459,17963,0,000,Sim,1054327900,980000000,3754422530
,3919,27/10/2015,027,038,066,070,076,1169517650,0,(),000,48,1876917,4321,29785,0,000,Sim,1169517650,1200000000,3808477748
,3920,28/10/2015,008,010,031,070,080,1320877400,0,(),000,119,855057,8628,16847,0,000,Sim,1320877400,1250000000,3869528828
,3921,29/10/2015,031,032,049,050,054,1315317200,0,(),000,101,1003203,6137,23586,0,000,Sim,1315317200,1400000000,3930322915
,3922,30/10/2015,017,022,044,068,078,1471982750,0,(),000,130,872246,8750,18512,0,000,Sim,1471982750,1550000000,3998358099
,3923,31/10/2015,004,038,044,049,066,1354640300,2,([CAMPOS DOS GOYTACAZES][RJ][Florianópolis][SC]),782251235,130,802713,9281,16062,0,000,Não,1354640300,50000000,4060969703
,3924,03/11/2015,010,024,031,042,048,570006050,0,(),000,63,696977,4423,14182,0,000,Sim,570006050,120000000,4087315438
,3925,04/11/2015,008,015,020,024,047,683463050,0,(),000,133,395862,7281,10330,0,000,Sim,683463050,210000000,4118905166
,3926,05/11/2015,007,012,017,051,053,757959350,0,(),000,85,686921,5949,14021,0,000,Sim,757959350,300000000,4153938119
,3927,06/11/2015,015,046,056,057,080,844713800,0,(),000,64,1016739,3907,23792,0,000,Sim,844713800,410000000,4192980872
,3928,07/11/2015,018,041,043,059,071,876901850,0,(),000,45,1501129,4254,22684,0,000,Sim,876901850,500000000,4233511359
,3929,09/11/2015,006,013,028,032,041,876430450,1,([CAMPINAS][SP]),497117484,67,1007679,6362,15160,0,000,Não,876430450,50000000,4274020059
,3930,10/11/2015,013,025,034,046,061,525201950,1,([TAUBATÉ][SP]),56641395,46,879525,3410,16949,0,000,Não,525201950,50000000,4298294943
,3931,11/11/2015,006,028,047,064,067,577236500,0,(),000,41,1084550,3469,18311,0,000,Sim,577236500,130000000,4324974869
,3932,13/11/2015,002,024,027,048,067,622177800,1,([Aracaju][SE]),129353098,93,515361,5650,12118,0,000,Não,622177800,50000000,4353731987
,3933,13/11/2015,006,024,034,067,074,566966700,0,(),000,39,1119883,3318,18804,0,000,Sim,566966700,130000000,4379937242
,3934,14/11/2015,007,018,043,053,079,633428750,0,(),000,37,1318790,3547,19652,0,000,Sim,633428750,200000000,4409214380
,3935,16/11/2015,007,019,041,043,045,658177750,0,(),000,68,745614,5569,13006,0,000,Sim,658177750,300000000,4439635418
,3936,17/11/2015,011,013,029,060,076,729460900,0,(),000,48,1170686,4594,17474,0,000,Sim,729460900,360000000,4473351171
,3937,18/11/2015,022,028,045,048,062,805957050,0,(),000,105,591293,5216,17004,0,000,Sim,805957050,450000000,4510602583
,3938,19/11/2015,029,040,054,069,073,815135600,1,([LIMEIRA][SP]),453941219,49,1281485,3469,25858,0,000,Não,815135600,50000000,4548278229
,3939,20/11/2015,043,044,045,053,074,402825950,1,([BELO HORIZONTE][MG]),43443524,38,816608,2686,16504,0,000,Não,402825950,50000000,4566896883
,3940,21/11/2015,010,019,033,040,080,567653950,1,([CEREJEIRAS][RO]),61219711,67,652662,5544,11267,0,000,Não,567653950,50000000,4593133902
,3941,23/11/2015,005,013,015,045,053,488965200,0,(),000,153,246188,7240,7432,0,000,Sim,488965200,120000000,4615733921
,3942,24/11/2015,034,039,040,041,069,596555400,0,(),000,38,1209335,2733,24021,0,000,Sim,596555400,200000000,4643306769
,3943,25/11/2015,005,012,022,029,060,689057050,0,(),000,96,552921,5928,12791,0,000,Sim,689057050,300000000,4675155051
,3944,26/11/2015,013,036,049,069,070,648969750,0,(),000,62,806329,3727,19162,0,000,Sim,648969750,330000000,4705150495
,3945,27/11/2015,006,010,020,022,075,730229750,1,([UBERABA][MG]),340125049,78,721182,5594,14365,0,000,Não,730229750,50000000,4738901784
,3946,28/11/2015,012,021,049,056,073,540526800,0,(),000,42,991397,3020,19696,0,000,Sim,540526800,120000000,4763884985
,3947,30/11/2015,010,054,056,066,080,578709300,0,(),000,38,1173158,3354,18987,0,000,Sim,578709300,200000000,4790632985
,3948,01/12/2015,019,026,061,074,079,690521750,0,(),000,37,1437657,3171,23964,0,000,Sim,690521750,270000000,4822548966
,3949,02/12/2015,016,029,031,047,069,766040700,0,(),000,77,766374,4617,18258,0,000,Sim,766040700,360000000,4857955441
,3950,03/12/2015,019,024,037,049,074,810015700,0,(),000,79,789852,5318,16762,0,000,Sim,810015700,450000000,4895394444
,3951,04/12/2015,012,026,048,052,061,910023100,0,(),000,84,834551,4929,20317,0,000,Sim,910023100,550000000,4937455799
,3952,05/12/2015,031,049,056,062,066,886426900,0,(),000,60,1138076,4120,23677,0,000,Sim,886426900,650000000,4978426534
,3953,07/12/2015,011,019,036,037,040,943323050,0,(),000,94,773058,6492,15990,0,000,Sim,943323050,770000000,5022027016
,3954,08/12/2015,004,013,016,049,074,931774100,0,(),000,92,780194,6955,14743,0,000,Sim,931774100,870000000,5065093704
,3955,09/12/2015,010,038,053,054,067,1138391400,0,(),000,78,1124286,6578,19044,0,000,Sim,1138391400,1000000000,5117710264
,3956,10/12/2015,021,031,039,056,061,1195718350,0,(),000,78,1180902,5460,24100,0,000,Sim,1195718350,1150000000,5172976481
,3957,11/12/2015,023,038,042,049,079,1285684050,0,(),000,104,952315,6846,20667,0,000,Sim,1285684050,1300000000,5232400922
,3958,12/12/2015,019,021,055,063,070,1192625450,0,(),000,73,1258522,5701,23021,0,000,Sim,1192625450,1400000000,5287524184
,3959,14/12/2015,027,039,056,073,076,1301337600,0,(),000,110,911333,7226,19818,0,000,Sim,1301337600,1500000000,5347672133
,3960,15/12/2015,033,034,043,047,057,1366622600,1,([MACAPÁ][AP]),1567850107,137,768436,8620,17447,0,000,Não,1366622600,50000000,5410837560
,3961,16/12/2015,009,010,023,024,063,575331650,0,(),000,73,607121,4905,12908,0,000,Sim,575331650,120000000,5437429444
,3962,17/12/2015,036,046,057,061,072,623470250,0,(),000,40,1200702,2235,30698,0,000,Sim,623470250,200000000,5466246299
,3963,18/12/2015,023,036,065,070,080,728169000,0,(),000,41,1368132,3576,22408,0,000,Sim,728169000,290000000,5499902340
,3964,19/12/2015,007,033,056,059,064,765497000,0,(),000,118,499737,5940,14182,0,000,Sim,765497000,370000000,5535283685
,3965,21/12/2015,018,023,040,070,073,812628600,0,(),000,43,1455805,3570,25049,0,000,Sim,812628600,460000000,5572843457
,3966,22/12/2015,011,017,038,039,072,897536500,0,(),000,65,1063698,5597,17647,0,000,Sim,897536500,600000000,5614327680
,3967,23/12/2015,008,041,042,053,075,1005166700,0,(),000,71,1090584,5282,20942,0,000,Sim,1005166700,670000000,5660786582
,3968,24/12/2015,014,018,025,075,076,756637950,0,(),000,54,1079379,4082,20398,0,000,Sim,756637950,750000000,5695758460
,3969,26/12/2015,005,006,008,028,048,820412550,0,(),000,111,569363,7865,11479,0,000,Sim,820412550,840000000,5733678006
,3970,28/12/2015,009,034,059,061,079,1061806950,0,(),000,65,1258380,5033,23216,0,000,Sim,1061806950,970000000,5782754825
,3971,29/12/2015,032,047,053,060,065,1134156550,0,(),000,80,1092101,5793,21545,0,000,Sim,1134156550,1100000000,5835175650
,3972,30/12/2015,027,037,039,053,060,1217774650,0,(),000,76,1234335,6151,21787,0,000,Sim,1217774650,1200000000,5891461311
,3973,31/12/2015,047,050,063,071,072,908026850,1,([GOIANÁPOLIS][GO]),1219383259,54,1295342,4085,24461,0,000,Não,908026850,50000000,5933430399
,3974,02/01/2016,016,017,018,034,055,296003300,0,(),000,31,735554,2505,13003,0,000,Sim,296003300,100000000,5947111700
,3975,04/01/2016,006,021,063,065,073,608966900,0,(),000,24,1924874,2715,24307,0,000,Sim,608966900,170000000,5974829893
,3976,05/01/2016,023,037,050,053,054,700741450,0,(),000,55,966530,4683,16216,0,000,Sim,700741450,250000000,6006725364
,3977,06/01/2016,022,030,044,064,080,784786800,0,(),000,65,915922,3753,22661,0,000,Sim,784786800,330000000,6042446307
,3978,07/01/2016,002,050,059,069,072,842508200,0,(),000,48,1331536,3281,27828,0,000,Sim,842508200,440000000,6080794538
,3979,08/01/2016,014,033,039,058,074,930256750,0,(),000,80,882131,5383,18728,0,000,Sim,930256750,550000000,6123136800
,3980,09/01/2016,009,015,027,028,061,910116000,0,(),000,77,896656,6338,15562,0,000,Sim,910116000,630000000,6164562319
,3981,11/01/2016,005,036,045,047,061,935023650,1,([CAMPO LIMPO PAULISTA][SP]),638612673,67,1058687,5014,20209,0,000,Não,935023650,50000000,6207121553
,3982,12/01/2016,025,038,057,059,068,537532200,0,(),000,36,1132719,3152,18481,0,000,Sim,537532200,110000000,6231588270
,3983,13/01/2016,009,035,055,069,070,682649350,0,(),000,37,1399639,3698,20005,0,000,Sim,682649350,190000000,6262660248
,3984,14/01/2016,002,005,016,035,065,692982500,0,(),000,87,604259,5744,13074,0,000,Sim,692982500,260000000,6294202558
,3985,15/01/2016,009,021,024,027,069,770896500,0,(),000,87,672197,5759,14506,0,000,Sim,770896500,370000000,6329291258
,3986,16/01/2016,004,006,026,036,055,794148050,0,(),000,91,662034,6010,14320,0,000,Sim,794148050,450000000,6365438294
,3987,18/01/2016,003,050,060,067,077,861162300,0,(),000,53,1232620,3722,25074,0,000,Sim,861162300,550000000,6404635600
,3988,19/01/2016,015,033,056,063,077,938363700,1,([RIO DE JANEIRO][RJ]),560525705,122,583488,6126,16600,0,000,Não,938363700,50000000,6447346863
,3989,20/01/2016,014,031,037,038,078,516899150,0,(),000,39,1005452,2911,19243,0,000,Sim,516899150,120000000,6470874431
,3990,21/01/2016,024,031,036,039,072,648684900,0,(),000,51,964903,3596,19549,0,000,Sim,648684900,200000000,6500400457
,3991,22/01/2016,022,024,045,049,064,716560050,0,(),000,83,654930,4791,16208,0,000,Sim,716560050,280000000,6533015940
,3992,23/01/2016,030,037,040,072,079,739109550,0,(),000,38,1475521,2757,29053,0,000,Sim,739109550,350000000,6566657802
,3993,25/01/2016,011,016,046,048,074,707220200,0,(),000,48,1117721,3900,19652,0,000,Sim,707220200,450000000,6598848165
,3994,26/01/2016,006,013,019,040,064,810824550,0,(),000,95,647475,6086,14438,0,000,Sim,810824550,530000000,6635754260
,3995,27/01/2016,006,045,050,067,075,864922450,1,([CERQUILHO][SP]),531476973,54,1215076,4352,21538,0,000,Não,864922450,50000000,6675122716
,3996,28/01/2016,003,023,028,040,063,515175450,0,(),000,35,1116624,3072,18174,0,000,Sim,515175450,120000000,6698571827
,3997,29/01/2016,001,025,037,041,080,634574000,0,(),000,54,891474,4018,17115,0,000,Sim,634574000,190000000,6727455571
,3998,30/01/2016,002,025,026,029,038,668900800,0,(),000,66,768843,5748,12611,0,000,Sim,668900800,270000000,6757901759
,3999,01/02/2016,010,022,025,070,079,731571800,0,(),000,66,840878,3999,19825,0,000,Sim,731571800,350000000,6791200527
,4000,02/02/2016,017,021,027,046,063,743204550,1,([SÃO PAULO][SP]),349780805,62,909362,4441,18136,0,000,Não,743204550,50000000,6825028780
,4001,03/02/2016,007,022,049,052,076,563524800,0,(),000,57,749994,3698,16514,0,000,Sim,563524800,130000000,6850678597
,4002,04/02/2016,003,006,007,043,055,613661700,1,([SÃO JOSÉ DO RIO PRETO][SP]),125023962,78,596835,5635,11802,0,000,Não,613661700,50000000,6878610480
,4003,05/02/2016,001,025,027,032,051,541888000,0,(),000,40,1027708,3713,15816,0,000,Sim,541888000,120000000,6903275459
,4004,06/02/2016,024,027,037,045,069,578956600,0,(),000,63,697149,4698,13355,0,000,Sim,578956600,150000000,6929627680
,4005,10/02/2016,010,014,033,050,062,588571000,0,(),000,38,1174993,3566,17887,0,000,Sim,588571000,250000000,6956417517
,4006,11/02/2016,015,018,044,055,074,696012450,0,(),000,60,880006,4952,15232,0,000,Sim,696012450,330000000,6988097739
,4007,12/02/2016,005,027,031,035,053,773446500,1,([TAQUARI][RS]),337614719,123,477029,7183,11669,0,000,Não,773446500,50000000,7023302508
,4008,13/02/2016,019,028,046,050,058,545831750,0,(),000,57,726447,3510,16852,0,000,Sim,545831750,120000000,7048146992
,4009,15/02/2016,009,013,021,029,069,582331600,0,(),000,85,519722,5404,11678,0,000,Sim,582331600,170000000,7074652833
