,Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa2,Rateio Faixa 3,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
,148,31/12/1998,032,035,041,055,058,059,0,15,2322,000,5366004,34595,(),000,000,96588061,Sim,Não
,149,09/01/1999,007,011,020,028,045,048,0,106,6290,000,979513,16474,(),000,000,221182094,Sim,Não,A MEGA ACUMULOU - O prêmio do CONC150 pode chegar a 212 Milhões
,150,16/01/1999,012,044,050,052,054,055,0,56,5540,000,3637871,36700,(),000,000,2141453014,Sim,Não
,151,23/01/1999,003,016,020,043,052,056,1,152,9869,2409181102,1467807,22562,(),000,000,000,Não,Não,Ganhador da SENA do Estado do Rio Grande do Norte
,152,30/01/1999,005,012,015,029,051,058,0,75,5041,000,1156239,17203,(),000,000,104061480,Sim,Não,A MEGA-SENA acumulou em mais de 1 milhão de reais
,153,06/02/1999,002,030,031,042,045,047,0,47,4218,000,2284645,25457,(),000,000,232915462,Sim,Não
,154,13/02/1999,008,010,024,033,045,048,0,144,9252,000,788829,12278,(),000,000,369225160,Sim,Não,A MEGA ESTÁ ACUMULADA - Próximo Conc 155 será dia 20/02/1999
,155,20/02/1999,012,030,032,035,043,044,1,67,4974,498880821,1612632,21722,(),000,000,000,Não,Não,Ganhador da SENA da cidade de Foz do Iguaçu - Estado do Paraná
,156,27/02/1999,017,023,042,049,052,055,0,74,4455,000,1101810,18302,(),000,000,97840741,Sim,Não,A MEGA-SENA   está  A C U M U L A D A !!!
,157,06/03/1999,004,013,017,021,041,044,1,134,8894,214003092,722403,10884,(),000,000,000,Não,Não,Ganhador da SENA do Estado de Goiás
,158,13/03/1999,004,014,017,043,051,058,0,31,3630,000,2585653,22081,(),000,000,96186312,Sim,Não,A  Mega-Sena   A C U M U L O U  !!!
,159,20/03/1999,009,011,016,035,050,058,1,57,4124,203817067,1573549,21749,([PR]),000,000,000,Não,Não,Ganhador da SENA do Estado do Paraná
,160,27/03/1999,002,013,042,052,054,058,0,74,6132,000,1943189,23450,(),000,000,1125151163,Sim,Não,A MEGA está acumulada - o Prêmio do Concurso 161 poderá chegar a   13 Milhões
,161,03/04/1999,006,025,030,037,039,041,0,95,6865,000,1443061,19969,(),000,000,1289660104,Sim,Não
,162,10/04/1999,021,023,033,038,048,051,0,92,7244,000,2094130,26596,(),000,000,1520852083,Sim,Não
,163,17/04/1999,008,027,036,041,053,056,2,146,10793,897583336,1565723,21180,(),000,000,000,Não,Não,02 Ganhadores da MEGA:  Distrito Federal e Mato Grosso do Sul
,164,24/04/1999,004,010,014,019,028,044,0,111,8386,000,759563,10054,(),000,000,101173790,Sim,Não,A Mega-Sena  ACUMULOU em:  101173790
,165,01/05/1999,010,019,023,035,039,056,2,75,5378,104444454,1196835,16691,(),000,000,000,Não,Não,Ganhadores da SENA dos Estados de Minas Gerais e Pernambuco
,166,08/05/1999,012,013,022,057,059,060,0,47,3371,000,1742467,24295,(),000,000,98275154,Sim,Não,A MEGA   A C U M U L O U   ! ! !
